This is the complete list of games supported by PinMAME 3.2 [MAME 0.76] (Oct  5 2019).

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Torpedo Alley (1.6)              |  Yes  |  Yes  |  Yes  |  Yes  | torp_a16 |
| Totem                            |  Yes  |  Yes  | Yes(2)|  Yes  | totem    |
| Touchdown                        |  Yes  |  Yes  | Yes(2)|  Yes  | touchdn  |
| Trailer                          |  Yes  |  Yes  |  Yes  |  Yes  | trailer  |
| Transformers (V1.7)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_170   |
| Transformers (V1.4)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_140   |
| Transformers (V1.5)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_150   |
| Transformers (V1.8)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_180   |
| Transformers (V1.2)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_120   |
| Transformers (V1.6)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_160   |
| Transformers Limited Edition (V0.|  Yes  |  Yes  |  Yes  |  Yes  | tf_088h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_120h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_130h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_150h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_180h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_100h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_140h  |
| Transporter the Rescue (L-3)     |  Yes  |  Yes  | Yes(2)|  Yes  | tsptr_l3 |
| Tri Zone (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | trizn_l1 |
| Tri Zone (T-1 Ted Estes)         |  Yes  |  Yes  | Yes(2)|  Yes  | trizn_t1 |
| Trick Shooter                    |  Yes  |  Yes  |  Yes  |  Yes  | tricksht |
| Trident (Old)                    |  Yes  |  Yes  | Yes(2)|  Yes  | tridenta |
| Trident                          |  Yes  |  Yes  | Yes(2)|  Yes  | trident  |
| Trident (Old Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | tridenfp |
| Triple Strike (Shuffle) (L-1)    |  Yes  |  Yes  |  Yes  |  Yes  | tstrk_l1 |
| Truck Stop (P-3 Prototype)       |  Yes  |  Yes  | Yes(2)|  Yes  | trucksp3 |
| Truck Stop (P-2 Prototype)       |  Yes  |  Yes  | Yes(2)|  Yes  | trucksp2 |
| Twilight Zone (L-1)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l1    |
| Twilight Zone (FreeWPC 0.50)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f50   |
| Twilight Zone (P-5 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_p5    |
| Twilight Zone (P-4 Prototype)    |  Yes  |  Yes  | Yes(2)|  Yes  | tz_p4    |
| Twilight Zone (D-1 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_d1    |
| Twilight Zone (D-2 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_d2    |
| Twilight Zone (FreeWPC 0.19)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f19   |
| Twilight Zone (P-3 Prototype)    |  Yes  |  Yes  | Yes(2)|  Yes  | tz_p3    |
| Twilight Zone (L-3)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l3    |
| Twilight Zone (FreeWPC 0.86)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f86   |
| Twilight Zone (PA-2 LED Ghost Fix|  Yes  |  Yes  | Yes(2)|  Yes  | tz_pa2   |
| Twilight Zone (PA-1 Prototype)   |  Yes  |  Yes  | Yes(2)|  Yes  | tz_pa1   |
| Twilight Zone (IFPA rules LED Gho|  Yes  |  Yes  | Yes(2)|  Yes  | tz_ifpa2 |
| Twilight Zone (L-4)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l4    |
| Twilight Zone (FreeWPC 0.97)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f97   |
| Twilight Zone (FreeWPC 1.00)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f100  |
| Twilight Zone (D-3 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_d3    |
| Twilight Zone (IFPA rules)       |  Yes  |  Yes  | Yes(2)|  Yes  | tz_ifpa  |
| Twilight Zone (FreeWPC 0.10)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f10   |
| Twilight Zone (P-3 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_p3d   |
| Twilight Zone (9.4CH Coin Play)  |  Yes  |  Yes  | Yes(2)|  Yes  | tz_94ch  |
| Twilight Zone (D-4 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_d4    |
| Twilight Zone (H-7)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_h7    |
| Twilight Zone (I-7 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_i7    |
| Twilight Zone (H-8)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_h8    |
| Twilight Zone (I-8 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_i8    |
| Twilight Zone (9.2)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_92    |
| Twilight Zone (9.3 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_93    |
| Twilight Zone (L-2)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l2    |
| Twilight Zone (9.4H)             |  Yes  |  Yes  | Yes(2)|  Yes  | tz_94h   |
| Twister (4.05)                   |  Yes  |  Yes  |  Yes  |  Yes  | twst_405 |
| Twister (3.00)                   |  Yes  |  Yes  |  Yes  |  Yes  | twst_300 |
| Twister (4.04)                   |  Yes  |  Yes  |  Yes  |  Yes  | twst_404 |
| U-Boat 65                        |  Yes  |  Yes  |Partial|  Yes  | uboat65  |
| U.S.A. Football (R06u)           |  Yes  |  Yes  |  Yes  |  Yes  | usafootb |
| U.S.A. Football (R01u)           |  Yes  |  Yes  |  Yes  |  Yes  | usafoota |
| UFO-X                            |  Yes  |  Yes  |  Yes  |  Yes  | ufo_x    |
| Unknown Game (Unknown)           |   No  |  Yes  | Yes(2)|  Yes  | st_game  |
| Unknown Game (MAC #1808)         |  Yes  |  Yes  |  Yes  |  Yes  | mac_1808 |
| Unnamed Game (Toptronic)         |   No  |  Yes  | Yes(2)|  Yes  | tt_game  |
| V.1                              |  Yes  |  Yes  |  Yes  |  Yes  | v1       |
| Varkon (L-1)                     |  Yes  |  Yes  | Yes(2)|  Yes  | vrkon_l1 |
| Vector (modified rules rev. 10)  |  Yes  |  Yes  |  Yes  |  Yes  | vectorc  |
| Vector                           |  Yes  |  Yes  |  Yes  |  Yes  | vector   |
| Vector (modified rules rev. 4)   |  Yes  |  Yes  |  Yes  |  Yes  | vector4  |
| Vector (Free Play)               |  Yes  |  Yes  |  Yes  |  Yes  | vectora  |
| Vector (modified rules rev. 5)   |  Yes  |  Yes  |  Yes  |  Yes  | vectorb  |
| Vegas                            |  Yes  |  Yes  | Yes(2)|  Yes  | vegas    |
| Vegas (Taito)                    |  Yes  |  Yes  | Yes(2)|  Yes  | vegast   |
| Vegas (Game Plan)                |  Yes  |  Yes  | Yes(2)|  Yes  | vegasgp  |
| Verne's World                    |  Yes  |  Yes  |  Yes  |  Yes  | vrnwrld  |
| Victory (French)                 |  Yes  |  Yes  | Yes(2)|  Yes  | victoryf |
| Victory (French Free Play)       |  Yes  |  Yes  | Yes(2)|  Yes  | victrffp |
| Victory (German)                 |  Yes  |  Yes  | Yes(2)|  Yes  | victoryg |
| Victory                          |  Yes  |  Yes  | Yes(2)|  Yes  | victory  |
| Victory (Free Play)              |  Yes  |  Yes  | Yes(2)|  Yes  | victryfp |
| Victory (German Free Play)       |  Yes  |  Yes  | Yes(2)|  Yes  | victrgfp |
| Viking (7-digit conversion)      |  Yes  |  Yes  |  Yes  |  Yes  | vikingb  |
| Viking                           |  Yes  |  Yes  |  Yes  |  Yes  | viking   |
| Viking King                      |  Yes  |  Yes  |   No  |  Yes  | vikngkng |
| Viper                            |  Yes  |  Yes  | Yes(2)|  Yes  | viper    |
| Viper (Free Play)                |  Yes  |  Yes  | Yes(2)|  Yes  | viperfp  |
| Viper Night Drivin' (1.02)       |  Yes  |  Yes  |  Yes  |  Yes  | vipr_102 |
| Viper Night Drivin' (2.01)       |  Yes  |  Yes  |  Yes  |  Yes  | viprsega |
| Volcano (Sound Only)             |  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_1b |
| Volcano (7-digit conversion)     |  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_a7 |
| Volcano (Sound Only, 7-digit conv|  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_b7 |
| Volcano (Sound Only, alternate ve|  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_1a |
| Volcano (Sound Only, alternate ve|  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_1c |
| Volcano                          |  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_ax |
| Volley                           |  Yes  |  Yes  | Yes(2)|  Yes  | voleybal |
| Voltan Escapes Cosmic Doom (7-dig|  Yes  |  Yes  | Yes(2)|  Yes  | voltanc  |
| Voltan Escapes Cosmic Doom       |  Yes  |  Yes  | Yes(2)|  Yes  | voltan   |
| Voltan Escapes Cosmic Doom (7-dig|  Yes  |  Yes  | Yes(2)|  Yes  | voltanb  |
| Voltan Escapes Cosmic Doom (/10 F|  Yes  |  Yes  | Yes(2)|  Yes  | voltand  |
| Vortex                           |  Yes  |  Yes  | Yes(2)|  Yes  | vortex   |
| WHO Dunnit (1.2)                 |  Yes  |  Yes  | Yes(2)|  Yes  | wd_12    |
| WHO Dunnit (1.2 German Sound)    |  Yes  |  Yes  | Yes(2)|  Yes  | wd_12g   |
| WHO Dunnit (1.0R)                |  Yes  |  Yes  | Yes(2)|  Yes  | wd_10r   |
| WHO Dunnit (0.48R Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | wd_048r  |
| WHO Dunnit (0.3R Prototype)      |  Yes  |  Yes  | Yes(2)|  Yes  | wd_03r   |
| WHO Dunnit (1.1)                 |  Yes  |  Yes  | Yes(2)|  Yes  | wd_11    |
| WHO Dunnit (1.0 French)          |  Yes  |  Yes  | Yes(2)|  Yes  | wd_10f   |
| WHO Dunnit (1.0 German Sound)    |  Yes  |  Yes  | Yes(2)|  Yes  | wd_10g   |
| WPC Test Fixture: Alphanumeric (L|  Yes  |  Yes  |   No  |  Yes  | tfa_13   |
| WPC Test Fixture: DMD (L-3)      |  Yes  |  Yes  |   No  |  Yes  | tfdmd_l3 |
| WPC Test Fixture: Security (1.2) |  Yes  |  Yes  | Yes(2)|  Yes  | tfs_12   |
| WPC Test Fixture: WPC-95 (1.2)   |  Yes  |  Yes  | Yes(2)|  Yes  | tf95_12  |
| WWF Royal Rumble (1.03 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wwfr_103f |
| WWF Royal Rumble (1.06)          |  Yes  |  Yes  |  Yes  |  Yes  | wwfr_106 |
| WWF Royal Rumble (1.03)          |  Yes  |  Yes  |  Yes  |  Yes  | wwfr_103 |
| Wack-A-Doodle-Doo (Redemption)   |  Yes  |  Yes  |  Yes  |  Yes  | wackadoo |
| Walking Dead, The (V1.60.0)      |  Yes  |  Yes  |  Yes  |  Yes  | twd_160  |
| Walking Dead, The (V1.11)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_111  |
| Walking Dead, The (V1.05)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_105  |
| Walking Dead, The (V1.19)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_119  |
| Walking Dead, The (V1.53)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_153  |
| Walking Dead, The (V1.56)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_156  |
| Walking Dead, The (V1.24)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_124  |
| Walking Dead, The (V1.28)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_128  |
| Walking Dead, The (V1.25)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_125  |
| Walking Dead, The (V1.41)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_141  |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_153h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_119h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_111h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_160h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_141h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_124h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_125h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_128h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_156h |
| Walkyria                         |  Yes  |  Yes  |  Yes  |  Yes  | walkyria |
| Warlok (L-3)                     |  Yes  |  Yes  | Yes(2)|  Yes  | wrlok_l3 |
| Waterworld (rev. 2)              |  Yes  |  Yes  | Yes(2)|  Yes  | waterwl2 |
| Waterworld (rev. 3)              |  Yes  |  Yes  | Yes(2)|  Yes  | waterwld |
| Wheel of Fortune (V3.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_300  |
| Wheel of Fortune (V2.0 Italian)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_200i |
| Wheel of Fortune (V2.0 German)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_200g |
| Wheel of Fortune (V2.0 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_200f |
| Wheel of Fortune (V4.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_400  |
| Wheel of Fortune (V2.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_200  |
| Wheel of Fortune (V3.0 Spanish)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_300l |
| Wheel of Fortune (V3.0 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_300f |
| Wheel of Fortune (V4.0 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_400f |
| Wheel of Fortune (V4.0 German)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_400g |
| Wheel of Fortune (V4.0 Italian)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_400i |
| Wheel of Fortune (V6.02 Home Rom)|  Yes  |  Yes  |  Yes  |  Yes  | wof_602h |
| Wheel of Fortune (V5.0 Spanish)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_500l |
| Wheel of Fortune (V4.01 Spanish) |  Yes  |  Yes  |  Yes  |  Yes  | wof_401l |
| Wheel of Fortune (V5.0 Italian)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_500i |
| Wheel of Fortune (V5.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_500  |
| Wheel of Fortune (V1.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_100  |
| Wheel of Fortune (V3.0 German)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_300g |
| Wheel of Fortune (V3.0 Italian)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_300i |
| Wheel of Fortune (V5.0 German)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_500g |
| Wheel of Fortune (V5.0 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_500f |
| Whirlwind (LG-3 German)          |  Yes  |  Yes  | Yes(2)|  Yes  | whirl_g3 |
| Whirlwind (L-3)                  |  Yes  |  Yes  | Yes(2)|  Yes  | whirl_l3 |
| Whirlwind (L-2)                  |  Yes  |  Yes  | Yes(2)|  Yes  | whirl_l2 |
| White Force                      |  Yes  |  Yes  |  Yes  |  Yes  | whtforce |
| White Water (D-5 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | ww_d5    |
| White Water (L-5)                |  Yes  |  Yes  | Yes(2)|  Yes  | ww_l5    |
| White Water (D-4 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | ww_d4    |
| White Water (LH-6)               |  Yes  |  Yes  | Yes(2)|  Yes  | ww_lh6   |
| White Water (LH-6 Coin Play)     |  Yes  |  Yes  | Yes(2)|  Yes  | ww_lh6c  |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01 |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01b |
| White Water (D-2 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | ww_d2    |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01d |
| White Water (L-2)                |  Yes  |  Yes  | Yes(2)|  Yes  | ww_l2    |
| White Water (P-8 Prototype, Sound|  Yes  |  Yes  | Yes(2)|  Yes  | ww_p1    |
| White Water (L-4)                |  Yes  |  Yes  | Yes(2)|  Yes  | ww_l4    |
| White Water (D-3 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | ww_d3    |
| White Water (L-3)                |  Yes  |  Yes  | Yes(2)|  Yes  | ww_l3    |
| White Water (LH-5)               |  Yes  |  Yes  | Yes(2)|  Yes  | ww_lh5   |
| White Water (P-8 Prototype, Sound|  Yes  |  Yes  | Yes(2)|  Yes  | ww_p8    |
| White Water (P-9 Prototype, Sound|  Yes  |  Yes  | Yes(2)|  Yes  | ww_p9    |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01c |
| White Water (P-9 Prototype, Sound|  Yes  |  Yes  | Yes(2)|  Yes  | ww_p2    |
| Wild Texas                       |  Yes  |  Yes  | Yes(2)|  Yes  | wldtexas |
| Wildfyre (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | wildfyfp |
| Wildfyre                         |  Yes  |  Yes  | Yes(2)|  Yes  | wildfyre |
| Winter Sports                    |  Yes  |  Yes  |  Yes  |  Yes  | wsports  |
| Wipe Out (rev. 2)                |  Yes  |  Yes  | Yes(2)|  Yes  | wipeout  |
| Wolf Man                         |  Yes  |  Yes  |  Yes  |  Yes  | wolfman  |
| World Challenge Soccer (display r|  Yes  |  Yes  | Yes(2)|  Yes  | wcsoccd2 |
| World Challenge Soccer (rev. 1)  |  Yes  |  Yes  | Yes(2)|  Yes  | wcsoccer |
| World Cup (L-1)                  |  Yes  |  Yes  | Yes(2)|  Yes  | wldcp_l1 |
| World Cup '90                    |  Yes  |  Yes  |  Yes  |  Yes  | wcup90   |
| World Cup Soccer (FreeWPC 0.62)  |  Yes  |  Yes  | Yes(2)|  Yes  | wcs_f62  |
| World Cup Soccer (FreeWPC 0.10)  |  Yes  |  Yes  | Yes(2)|  Yes  | wcs_f10  |
| World Cup Soccer (PX-6 LED Ghost |  Yes  |  Yes  | Yes(2)|  Yes  | wcs_p6   |
| World Cup Soccer (PX-3 Prototype)|  Yes  |  Yes  | Yes(2)|  Yes  | wcs_p3   |
| World Cup Soccer (LX-2)          |  Yes  |  Yes  | Yes(2)|  Yes  | wcs_l2   |
| World Cup Soccer (PA-5 LED Ghost |  Yes  |  Yes  | Yes(2)|  Yes  | wcs_p5   |
| World Cup Soccer (DX-2 LED Ghost |  Yes  |  Yes  | Yes(2)|  Yes  | wcs_d2   |
| World Cup Soccer (FreeWPC 0.50)  |  Yes  |  Yes  | Yes(2)|  Yes  | wcs_f50  |
| World Cup Soccer (PA-2 Prototype)|  Yes  |  Yes  | Yes(2)|  Yes  | wcs_p2   |
| World Cup Soccer (LA-2)          |  Yes  |  Yes  | Yes(2)|  Yes  | wcs_la2  |
| World Cup Soccer (LX-3C Competiti|  Yes  |  Yes  | Yes(2)|  Yes  | wcs_l3c  |
| World Defender (Free Play)       |  Yes  |  Yes  |  Yes  |  Yes  | worlddfp |
| World Defender                   |  Yes  |  Yes  |  Yes  |  Yes  | worlddef |
| World Poker Tour (V1.129 English,|  Yes  |  Yes  |  Yes  |  Yes  | wpt_1129af |
| World Poker Tour (V14.0)         |  Yes  |  Yes  |  Yes  |  Yes  | wpt_140a |
| World Poker Tour (V14.0 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_140ai |
| World Poker Tour (V14.0 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_140af |
| World Poker Tour (V14.0 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_140al |
| World Poker Tour (V1.12 Spanish) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_112l |
| World Poker Tour (V1.12 Italian) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_112i |
| World Poker Tour (V1.12 German, F|  Yes  |  Yes  |  Yes  |  Yes  | wpt_112gf |
| World Poker Tour (V1.12 German)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_112g |
| World Poker Tour (V1.12 French)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_112f |
| World Poker Tour (V14.0 French)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_140f |
| World Poker Tour (V14.0 German)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_140g |
| World Poker Tour (V14.0 German, F|  Yes  |  Yes  |  Yes  |  Yes  | wpt_140gf |
| World Poker Tour (V14.0 Italian) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_140i |
| World Poker Tour (V1.09-2 French)|  Yes  |  Yes  |  Yes  |  Yes  | wpt_109f2 |
| World Poker Tour (V1.08 German)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_108g |
| World Poker Tour (V1.08 Italian) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_108i |
| World Poker Tour (V14.0 Spanish) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_140l |
| World Poker Tour (V1.08 French)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_108f |
| World Poker Tour (V1.08)         |  Yes  |  Yes  |  Yes  |  Yes  | wpt_108a |
| World Poker Tour (V1.09 German)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_109g |
| World Poker Tour (V1.12 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_112al |
| World Poker Tour (V1.08 Spanish) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_108l |
| World Poker Tour (V1.09)         |  Yes  |  Yes  |  Yes  |  Yes  | wpt_109a |
| World Poker Tour (V1.09 French)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_109f |
| World Poker Tour (V1.12 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_112ai |
| World Poker Tour (V1.12 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_112af |
| World Poker Tour (V1.12)         |  Yes  |  Yes  |  Yes  |  Yes  | wpt_112a |
| World Poker Tour (V1.11 Spanish) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_111l |
| World Poker Tour (V1.11 Italian) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_111i |
| World Poker Tour (V1.06 Spanish) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_106l |
| World Poker Tour (V1.06 Italian) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_106i |
| World Poker Tour (V1.06 German)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_106g |
| World Poker Tour (V1.06 French)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_106f |
| World Poker Tour (V1.06)         |  Yes  |  Yes  |  Yes  |  Yes  | wpt_106a |
| World Poker Tour (V1.09 Italian) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_109i |
| World Poker Tour (V1.05)         |  Yes  |  Yes  |  Yes  |  Yes  | wpt_105a |
| World Poker Tour (V1.09 Spanish) |  Yes  |  Yes  |  Yes  |  Yes  | wpt_109l |
| World Poker Tour (V1.11)         |  Yes  |  Yes  |  Yes  |  Yes  | wpt_111a |
| World Poker Tour (V1.11 German, F|  Yes  |  Yes  |  Yes  |  Yes  | wpt_111gf |
| World Poker Tour (V1.11 German)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_111g |
| World Poker Tour (V1.11 French)  |  Yes  |  Yes  |  Yes  |  Yes  | wpt_111f |
| World Poker Tour (V1.11 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_111al |
| World Poker Tour (V1.11 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_111ai |
| World Poker Tour (V1.11 English, |  Yes  |  Yes  |  Yes  |  Yes  | wpt_111af |
| World Poker Tour (V1.03)         |  Yes  |  Yes  |  Yes  |  Yes  | wpt_103a |
| X Force                          |  Yes  |  Yes  |Partial|  Yes  | xforce   |
| X's & O's (Free Play)            |  Yes  |  Yes  |  Yes  |  Yes  | xsandosa |
| X's & O's                        |  Yes  |  Yes  |  Yes  |  Yes  | xsandos  |
| X-Files, The (3.03 French)       |  Yes  |  Yes  |  Yes  |  Yes  | xfilesf  |
| X-Files, The (2.00)              |  Yes  |  Yes  |  Yes  |  Yes  | xfiles20 |
| X-Files, The (3.03)              |  Yes  |  Yes  |  Yes  |  Yes  | xfiles   |
| X-Files, The (2.04)              |  Yes  |  Yes  |  Yes  |  Yes  | xfiles2  |
| X-Men (V1.5)                     |  Yes  |  Yes  |  Yes  |  Yes  | xmn_150  |
| X-Men (V1.51)                    |  Yes  |  Yes  |  Yes  |  Yes  | xmn_151  |
| X-Men (V1.05)                    |  Yes  |  Yes  |  Yes  |  Yes  | xmn_105  |
| X-Men (V1.04)                    |  Yes  |  Yes  |  Yes  |  Yes  | xmn_104  |
| X-Men (V1.0)                     |  Yes  |  Yes  |  Yes  |  Yes  | xmn_100  |
| X-Men (V1.3)                     |  Yes  |  Yes  |  Yes  |  Yes  | xmn_130  |
| X-Men Limited Edition (V1.02)    |  Yes  |  Yes  |  Yes  |  Yes  | xmn_102  |
| X-Men Limited Edition (V1.24)    |  Yes  |  Yes  |  Yes  |  Yes  | xmn_124h |
| X-Men Limited Edition (V1.5)     |  Yes  |  Yes  |  Yes  |  Yes  | xmn_150h |
